time;gFx;gFy;gFz;ax;ay;az;wx;wy;wz;P
2.454;-1,22;-2,09;-0,14;-2,18;-11,71;1,52;0,46;-3,56;-4,06;0,00
2.483;-0,98;-2,29;0,20;-2,18;-11,71;1,52;0,46;-3,56;-4,06;0,00
2.493;-0,98;-2,29;0,20;-2,18;-11,71;1,52;-1,25;-5,15;-4,80;0,00
2.523;-0,98;-2,29;0,20;-5,89;-13,71;-1,09;-1,25;-5,15;-4,80;0,00
2.526;-0,98;-2,29;0,20;-7,34;-12,66;-1,23;-1,25;-5,15;-4,80;0,00
2.542;-0,98;-2,29;0,20;-7,34;-12,66;-1,23;-1,96;-3,79;-4,25;0,00
2.551;-1,31;-1,59;0,71;-7,34;-12,66;-1,23;-1,96;-3,79;-4,25;0,00
2.591;-1,31;-1,59;0,71;-8,89;-11,26;7,20;-1,96;-3,79;-4,25;0,00
2.592;-1,31;-1,59;0,71;-9,89;-10,87;7,09;-1,96;-3,79;-4,25;0,00
2.611;-1,31;-1,59;0,71;-9,89;-10,87;7,09;0,16;-1,43;-2,52;0,00
2.622;-1,12;-0,13;0,10;-9,89;-10,87;7,09;0,16;-1,43;-2,52;0,00
2.66;-1,12;-0,13;0,10;-11,81;3,68;2,35;0,16;-1,43;-2,52;0,00
2.66;-1,12;-0,13;0,10;-12,39;3,63;2,17;0,16;-1,43;-2,52;0,00
2.689;-1,12;-0,13;0,10;-12,39;3,63;2,17;0,32;0,28;-1,83;0,00
2.69;-0,90;0,01;-0,09;-12,39;3,63;2,17;0,32;0,28;-1,83;0,00
2.729;-0,90;0,01;-0,09;-9,52;10,22;-0,77;0,32;0,28;-1,83;0,00
2.758;-0,89;-0,45;0,10;-9,52;10,22;-0,77;0,32;0,28;-1,83;0,00
2.768;-0,89;-0,45;0,10;-9,52;10,22;-0,77;0,30;2,56;-1,12;0,00
2.798;-0,89;-0,45;0,10;-9,53;8,46;-1,32;0,30;2,56;-1,12;0,00
2.8;-0,89;-0,45;0,10;-9,60;8,30;-1,43;0,30;2,56;-1,12;0,00
2.809;-0,89;-0,45;0,10;-9,60;8,30;-1,43;-0,05;2,19;-0,66;0,00
2.827;-1,18;-1,40;0,77;-9,60;8,30;-1,43;-0,05;2,19;-0,66;0,00
2.867;-1,18;-1,40;0,77;-10,56;-0,93;3,30;-0,05;2,19;-0,66;0,00
2.868;-1,18;-1,40;0,77;-10,04;-0,90;3,25;-0,05;2,19;-0,66;0,00
2.886;-1,18;-1,40;0,77;-10,04;-0,90;3,25;0,20;2,82;1,33;0,00
2.898;-0,85;-1,62;0,76;-10,04;-0,90;3,25;0,20;2,82;1,33;0,00
2.936;-0,85;-1,62;0,76;-9,62;-7,48;8,11;0,20;2,82;1,33;0,00
2.936;-0,85;-1,62;0,76;-8,46;-7,54;7,86;0,20;2,82;1,33;0,00
2.965;-0,85;-1,62;0,76;-8,46;-7,54;7,86;0,92;4,06;2,20;0,00
2.967;-0,52;-1,42;0,38;-8,46;-7,54;7,86;0,92;4,06;2,20;0,00
3.005;-0,52;-1,42;0,38;-8,46;-7,54;7,86;-0,03;4,42;1,82;0,00
3.006;-0,52;-1,42;0,38;-2,76;-4,27;3,10;-0,03;4,42;1,82;0,00
3.035;-0,63;-1,52;0,54;-2,76;-4,27;3,10;-0,03;4,42;1,82;0,00
3.074;-0,63;-1,52;0,54;-1,17;-5,50;4,52;-0,03;4,42;1,82;0,00
3.075;-0,63;-1,52;0,54;-0,29;-5,83;4,99;-0,03;4,42;1,82;0,00
3.084;-0,63;-1,52;0,54;-0,29;-5,83;4,99;0,12;2,91;2,35;0,00
3.104;-0,62;-2,28;0,65;-0,29;-5,83;4,99;0,12;2,91;2,35;0,00
3.143;-0,62;-2,28;0,65;-0,03;-10,59;4,92;0,12;2,91;2,35;0,00
3.144;-0,62;-2,28;0,65;0,64;-10,99;5,65;0,12;2,91;2,35;0,00
3.163;-0,62;-2,28;0,65;0,64;-10,99;5,65;-0,33;2,71;2,52;0,00
3.173;-0,56;-1,80;0,75;0,64;-10,99;5,65;-0,33;2,71;2,52;0,00
3.202;-0,56;-1,80;0,75;0,64;-10,99;5,65;-0,10;0,94;3,40;0,00
3.212;-0,56;-1,80;0,75;0,63;-13,56;9,67;-0,10;0,94;3,40;0,00
3.212;-0,56;-1,80;0,75;1,48;-14,37;9,77;-0,10;0,94;3,40;0,00
3.243;-0,27;-0,96;0,36;1,48;-14,37;9,77;-0,10;0,94;3,40;0,00
3.28;-0,27;-0,96;0,36;1,48;-14,37;9,77;0,05;1,16;3,35;0,00
3.281;-0,27;-0,96;0,36;5,38;-7,53;6,45;0,05;1,16;3,35;0,00
3.311;-0,13;-0,47;0,24;5,38;-7,53;6,45;0,05;1,16;3,35;0,00
3.35;-0,13;-0,47;0,24;7,20;-1,14;4,99;0,05;1,16;3,35;0,00
3.35;-0,13;-0,47;0,24;7,42;-2,34;5,46;0,05;1,16;3,35;0,00
3.36;-0,13;-0,47;0,24;7,42;-2,34;5,46;0,91;1,97;3,57;0,00
3.379;0,30;-0,54;0,10;7,42;-2,34;5,46;0,91;1,97;3,57;0,00
3.399;0,30;-0,54;0,10;7,42;-2,34;5,46;0,83;2,97;2,64;0,00
3.419;0,30;-0,54;0,10;10,31;-3,49;4,52;0,83;2,97;2,64;0,00
3.419;0,30;-0,54;0,10;9,86;-4,25;5,48;0,83;2,97;2,64;0,00
3.448;0,59;-0,44;0,19;9,86;-4,25;5,48;0,83;2,97;2,64;0,00
3.478;0,59;-0,44;0,19;9,86;-4,25;5,48;0,73;1,91;0,54;0,00
3.488;0,59;-0,44;0,19;13,09;-3,67;6,58;0,73;1,91;0,54;0,00
3.492;0,59;-0,44;0,19;12,60;-3,44;6,88;0,73;1,91;0,54;0,00
3.522;0,34;-0,55;0,15;12,60;-3,44;6,88;0,73;1,91;0,54;0,00
3.557;0,34;-0,55;0,15;12,60;-3,44;6,88;0,41;-1,75;-2,62;0,00
3.558;0,34;-0,55;0,15;12,80;-2,45;6,64;0,41;-1,75;-2,62;0,00
3.586;-0,76;-1,65;0,01;12,80;-2,45;6,64;0,41;-1,75;-2,62;0,00
3.629;-0,76;-1,65;0,01;6,61;-7,86;4,48;0,41;-1,75;-2,62;0,00
3.631;-0,76;-1,65;0,01;6,24;-6,20;3,13;0,41;-1,75;-2,62;0,00
3.636;-0,76;-1,65;0,01;6,24;-6,20;3,13;-0,43;-4,53;-5,34;0,00
3.655;-1,62;-2,13;-0,03;6,24;-6,20;3,13;-0,43;-4,53;-5,34;0,00
3.676;-1,62;-2,13;-0,03;6,24;-6,20;3,13;-1,22;-4,31;-5,61;0,00
3.695;-1,62;-2,13;-0,03;-7,99;-12,76;0,49;-1,22;-4,31;-5,61;0,00
3.697;-1,62;-2,13;-0,03;-9,23;-11,32;-0,11;-1,22;-4,31;-5,61;0,00
3.724;-1,43;-2,09;0,67;-9,23;-11,32;-0,11;-1,22;-4,31;-5,61;0,00
3.754;-1,43;-2,09;0,67;-9,23;-11,32;-0,11;-1,42;-5,05;-4,96;0,00
3.764;-1,43;-2,09;0,67;-11,77;-13,11;3,84;-1,42;-5,05;-4,96;0,00
3.765;-1,43;-2,09;0,67;-13,24;-12,34;3,63;-1,42;-5,05;-4,96;0,00
3.793;-1,40;-0,88;0,40;-13,24;-12,34;3,63;-1,42;-5,05;-4,96;0,00
3.832;-1,40;-0,88;0,40;-13,24;-12,34;3,63;0,48;-0,87;-3,15;0,00
3.833;-1,40;-0,88;0,40;-11,28;-4,87;6,43;0,48;-0,87;-3,15;0,00
3.862;-1,12;0,09;0,00;-11,28;-4,87;6,43;0,48;-0,87;-3,15;0,00
3.872;-1,12;0,09;0,00;-11,28;-4,87;6,43;0,42;-1,72;-1,38;0,00
3.902;-1,12;0,09;0,00;-12,76;9,08;0,14;0,42;-1,72;-1,38;0,00
